番号,駅名,ふりがな,所在地（都道府県・市町村名）,乗り入れ路線名１（上位２路線）,乗り入れ路線名２（上位２路線）
4314,四郎ヶ原,しろうがはら,山口県美祢市,ＪＲ西日本　美祢線,
4315,白兎,しろうさぎ,山形県長井市,山形鉄道フラワー長井線,
4316,治良門橋,じろえんばし,群馬県太田市,東武桐生線,
4317,白金,しろかね,岐阜県関市,＃名鉄美濃町線,
4318,白銀,しろがね,青森県八戸市,ＪＲ東日本　八戸線,
4319,白金台,しろかねだい,東京都港区,営団南北線,
4320,白金高輪,しろかねたかなわ,東京都港区,営団南北線,東京都営三田線
4321,白久,しろく,埼玉県荒川村,秩父鉄道秩父本線,
4322,白子,しろこ,三重県鈴鹿市,近鉄名古屋線,
4323,城下,しろした,長野県上田市,上田交通別所線,
4324,城下,しろした,岡山県岡山市,＃岡山電気軌道[東山本線],
4325,白鳥高原,しろとりこうげん,岐阜県白鳥町,長良川鉄道越美南線,
4326,城西,しろにし,静岡県佐久間町,ＪＲ東海　飯田線,
4327,白丸,しろまる,東京都奥多摩町,ＪＲ東日本　青梅線,
4328,白丸,しろまる,石川県内浦町,のと鉄道能登線,
4329,志和口,しわぐち,広島県広島市安佐北区,ＪＲ西日本　芸備線,
4330,志和地,しわち,広島県三次市,ＪＲ西日本　芸備線,
4331,紫波中央,しわちゅうおう,岩手県紫波町,ＪＲ東日本　東北本線,
4332,新青森,しんあおもり,青森県青森市,ＪＲ東日本　奥羽本線,
4333,新秋津,しんあきつ,東京都東村山市,ＪＲ東日本　武蔵野線,
4334,新旭,しんあさひ,滋賀県新旭町,ＪＲ西日本　湖西線,
4335,新旭川,しんあさひかわ,北海道旭川市,ＪＲ北海道　宗谷本線,ＪＲ北海道　石北本線
4336,新安城,しんあんじょう,愛知県安城市,名鉄名古屋本線,名鉄西尾線
4337,新飯塚,しんいいづか,福岡県飯塚市,ＪＲ九州　筑豊本線,ＪＲ九州　後藤寺線
4338,新石切,しんいしきり,大阪府東大阪市,近鉄東大阪線,
4339,新伊勢崎,しんいせさき,群馬県伊勢崎市,東武伊勢崎線,
4340,新板橋,しんいたばし,東京都板橋区,東京都営三田線,
4341,新伊丹,しんいたみ,兵庫県伊丹市,阪急伊丹線,
4342,新市,しんいち,広島県新市町,ＪＲ西日本　福塩線,
4343,新一宮,しんいちのみや,愛知県一宮市,名鉄名古屋本線,名鉄尾西線
4344,新井口,しんいのくち,広島県広島市西区,ＪＲ西日本　山陽本線,
4345,新今宮,しんいまみや,大阪府大阪市浪速区,ＪＲ西日本　大阪環状線,ＪＲ西日本　関西本線
4346,新岩国,しんいわくに,山口県岩国市,ＪＲ西日本　山陽新幹線,
4347,新魚津,しんうおづ,富山県魚津市,富山地方鉄道本線,
4348,新鵜沼,しんうぬま,岐阜県各務原市,名鉄犬山線,名鉄各務原線
4349,新浦安,しんうらやす,千葉県浦安市,ＪＲ東日本　京葉線,
4350,新上挙母,しんうわごろも,愛知県豊田市,愛知環状鉄道,
4351,新江古田,しんえごた,東京都中野区,東京都営大江戸線,
4352,新王寺,しんおうじ,奈良県王寺町,近鉄田原本線,
4353,新大久保,しんおおくぼ,東京都新宿区,ＪＲ東日本　山手線,
4354,新大阪,しんおおさか,大阪府大阪市淀川区,ＪＲ東海　東海道新幹線,ＪＲ西日本　山陽新幹線
4355,新大津,しんおおつ,神奈川県横須賀市,京急久里浜線,
4356,新大塚,しんおおつか,東京都文京区,営団丸ノ内線,
4357,新大平下,しんおおひらした,栃木県大平町,東武日光線,
4358,新大宮,しんおおみや,奈良県奈良市,近鉄奈良線,
4359,新御徒町,しんおかちまち,東京都台東区,東京都営大江戸線,
4360,新大楽毛,しんおたのしけ,北海道釧路市,ＪＲ北海道　根室本線,
4361,新御茶ノ水,しんおちゃのみず,東京都千代田区,営団千代田線,
4362,新尾道,しんおのみち,広島県尾道市,ＪＲ西日本　山陽新幹線,
4363,新改,しんがい,高知県土佐山田町,ＪＲ四国　土讃線,
4364,新開地,しんかいち,兵庫県神戸市兵庫区,神戸高速鉄道東西線,神戸高速鉄道南北線
4365,新河岸,しんがし,埼玉県川越市,東武東上本線,
4366,新柏,しんかしわ,千葉県柏市,東武野田線,
4367,新金岡,しんかなおか,大阪府堺市,大阪市営御堂筋線,
4368,新金谷,しんかなや,静岡県金谷町,大井川鐵道大井川本線,
4369,新可児,しんかに,岐阜県可児市,名鉄広見線,
4370,新鹿沼,しんかぬま,栃木県鹿沼市,東武日光線,
4371,新加納,しんかのう,岐阜県各務原市,名鉄各務原線,
4372,新鎌ヶ谷,しんかまがや,千葉県鎌ヶ谷市,北総開発鉄道北総・公団線,新京成電鉄新京成線
4373,新川,しんかわ,北海道札幌市北区,ＪＲ北海道　札沼線,
4374,新川,しんかわ,愛知県豊橋市,＃豊橋鉄道東田本線,
4375,新川,しんかわ,愛媛県伊予市,伊予鉄道郡中線,
4376,新川崎,しんかわさき,神奈川県川崎市幸区,ＪＲ東日本　東海道本線＜横須賀線＞,
4377,新川町,しんかわちょう,北海道函館市,＃函館市営[湯の川線],
4378,新川橋,しんかわばし,愛知県新川町,名鉄名古屋本線,
4379,新川町,しんかわまち,愛知県碧南市,名鉄三河線,
4380,新蒲原,しんかんばら,静岡県蒲原町,ＪＲ東海　東海道本線,
4381,新木,しんぎ,高知県高知市,＃土佐電気鉄道[ごめん線],
4382,新木曽川,しんきそがわ,愛知県木曽川町,名鉄名古屋本線,
4383,新木場,しんきば,東京都江東区,ＪＲ東日本　京葉線,営団有楽町線
4384,新岐阜,しんぎふ,岐阜県岐阜市,名鉄名古屋本線,名鉄各務原線
4385,新岐阜駅前,しんぎふえきまえ,岐阜県岐阜市,＃名鉄岐阜市内線,
4386,鍼灸大学前,しんきゅうだいがくまえ,京都府日吉町,ＪＲ西日本　山陰本線,
4387,新清洲,しんきよす,愛知県清洲町,名鉄名古屋本線,
4388,新桐生,しんきりゅう,群馬県桐生市,東武桐生線,
4389,新宮,しんぐう,和歌山県新宮市,ＪＲ西日本　紀勢本線,
4390,神宮寺,じんぐうじ,秋田県神岡町,ＪＲ東日本　奥羽本線,
4391,神宮西,じんぐうにし,愛知県名古屋市熱田区,名古屋市営４号線,
4392,神宮前,じんぐうまえ,愛知県名古屋市熱田区,名鉄名古屋本線,名鉄常滑線
4393,新倉敷,しんくらしき,岡山県倉敷市,ＪＲ西日本　山陽新幹線,ＪＲ西日本　山陽本線
4394,新家,しんげ,大阪府泉南市,ＪＲ西日本　阪和線,
4395,新検見川,しんけみがわ,千葉県千葉市花見川区,ＪＲ東日本　総武本線,
4396,新小岩,しんこいわ,東京都葛飾区,ＪＲ東日本　総武本線,
4397,新郷,しんごう,埼玉県羽生市,秩父鉄道秩父本線,
4398,新高円寺,しんこうえんじ,東京都杉並区,営団丸ノ内線,
4399,新庚申塚,しんこうしんづか,東京都豊島区,＃東京都営荒川線,
4400,新神戸,しんこうべ,兵庫県神戸市中央区,ＪＲ西日本　山陽新幹線,神戸市営山手線
4401,新古河,しんこが,埼玉県北川辺町,東武日光線,
4402,新小金井,しんこがねい,東京都小金井市,西武多摩川線,
4403,新越谷,しんこしがや,埼玉県越谷市,東武伊勢崎線,
4404,新小平,しんこだいら,東京都小平市,ＪＲ東日本　武蔵野線,
4405,新琴似,しんことに,北海道札幌市北区,ＪＲ北海道　札沼線,
4406,新子安,しんこやす,神奈川県横浜市神奈川区,ＪＲ東日本　東海道本線,
4407,しんざ,しんざ,新潟県十日町市,北越急行ほくほく線,
4408,新在家,しんざいけ,兵庫県神戸市灘区,阪神本線,
4409,新西大寺町筋,しんさいだいじちょうすじ,岡山県岡山市,＃岡山電気軌道[清輝橋線],
4410,心斎橋,しんさいばし,大阪府大阪市中央区,大阪市営御堂筋線,大阪市営長堀鶴見緑地線
4411,新栄野,しんさかえの,北海道遠軽町,ＪＲ北海道　石北本線,
4412,新栄町,しんさかえまち,愛知県名古屋市東区,名古屋市営東山線,
4413,新栄町,しんさかえまち,福岡県大牟田市,西鉄天神大牟田線,
4414,新桜台,しんさくらだい,東京都練馬区,西武西武有楽町線,
4415,新札幌,しんさっぽろ,北海道札幌市厚別区,ＪＲ北海道　千歳線,
4416,新さっぽろ,しんさっぽろ,北海道札幌市厚別区,札幌市営東西線,
4417,新狭山,しんさやま,埼玉県狭山市,西武新宿線,
4418,新三田,しんさんだ,兵庫県三田市,ＪＲ西日本　福知山線,
4419,宍道,しんじ,島根県宍道町,ＪＲ西日本　山陰本線,ＪＲ西日本　木次線
4420,新静岡,しんしずおか,静岡県静岡市,静岡鉄道静岡清水線,
4421,新芝浦,しんしばうら,神奈川県横浜市鶴見区,ＪＲ東日本　鶴見線（海芝浦支線）,
4422,新柴又,しんしばまた,東京都葛飾区,北総開発鉄道北総・公団線,
4423,新島々,しんしましま,長野県波田町,松本電気鉄道上高地線,
4424,新清水,しんしみず,静岡県清水市,静岡鉄道静岡清水線,
4425,新下関,しんしものせき,山口県下関市,ＪＲ西日本　山陽新幹線,ＪＲ西日本　山陽本線
4426,信州中野,しんしゅうなかの,長野県中野市,長野電鉄河東線,長野電鉄山の内線
4427,新宿,しんじゅく,東京都新宿区,ＪＲ東日本　中央本線,ＪＲ東日本　山手線
4428,新宿御苑前,しんじゅくぎょえんまえ,東京都新宿区,営団丸ノ内線,
4429,新宿三丁目,しんじゅくさんちょうめ,東京都新宿区,営団丸ノ内線,東京都営新宿線
4430,新宿西口,しんじゅくにしぐち,東京都新宿区,東京都営大江戸線,
4431,新正,しんしょう,三重県四日市市,近鉄名古屋線,
4432,新庄,しんじょう,山形県新庄市,ＪＲ東日本　奥羽本線,ＪＲ東日本　陸羽西線
4433,新所原,しんじょはら,静岡県湖西市,ＪＲ東海　東海道本線,天竜浜名湖鉄道天竜浜名湖線
4434,新白岡,しんしらおか,埼玉県白岡町,ＪＲ東日本　東北本線,
4435,新白河,しんしらかわ,福島県西郷村,ＪＲ東日本　東北新幹線,ＪＲ東日本　東北本線
4436,新城,しんしろ,愛知県新城市,ＪＲ東海　飯田線,
4437,新水前寺,しんすいぜんじ,熊本県熊本市,ＪＲ九州　豊肥本線,
4438,新杉田,しんすぎた,神奈川県横浜市磯子区,ＪＲ東日本　根岸線,横浜新都市交通金沢シーサイド線
4439,新逗子,しんずし,神奈川県逗子市,京急逗子線,
4440,新須屋,しんすや,熊本県西合志町,熊本電気鉄道菊池線,
4441,新整備場,しんせいびじょう,東京都大田区,東京モノレール東京モノレール羽田線,
4442,新関,しんせき,新潟県新津市,ＪＲ東日本　磐越西線,
4443,新関,しんぜき,岐阜県関市,＃名鉄美濃町線,
4444,新瀬戸,しんせと,愛知県瀬戸市,名鉄瀬戸線,
4445,神泉,しんせん,東京都渋谷区,京王井の頭線,
4446,心臓血管センター,しんぞうけっかんせんたー,群馬県前橋市,上毛電気鉄道上毛線,
4447,神代,じんだい,秋田県田沢湖町,ＪＲ東日本　田沢湖線,
4448,新大工町,しんだいくまち,長崎県長崎市,＃長崎電気軌道[蛍茶屋支線],
4449,新代田,しんだいた,東京都世田谷区,京王井の頭線,
4450,新高島平,しんたかしまだいら,東京都板橋区,東京都営三田線,
4451,新高徳,しんたかとく,栃木県藤原町,東武鬼怒川線,
4452,新高浜,しんたかはま,茨城県玉里村,鹿島鉄道,
4453,新田辺,しんたなべ,京都府京田辺市,近鉄京都線,
4454,新地,しんち,福島県新地町,ＪＲ東日本　常磐線,
4455,新千歳空港,しんちとせくうこう,北海道千歳市,ＪＲ北海道　千歳線（空港線）,
4456,新千葉,しんちば,千葉県千葉市中央区,京成千葉線,
4457,新津田沼,しんつだぬま,千葉県習志野市,新京成電鉄新京成線,
4458,新鶴羽,しんつるば,熊本県多良木町,くま川鉄道湯前線,
4459,神鉄道場,しんてつどうじょう,兵庫県神戸市北区,神戸電鉄三田線,
4460,神鉄六甲,しんてつろっこう,兵庫県神戸市北区,神戸電鉄有馬線,
4461,新田,しんでん,埼玉県草加市,東武伊勢崎線,
4462,新田,しんでん,岐阜県関市,＃名鉄美濃町線,
4463,新田,しんでん,京都府宇治市,ＪＲ西日本　奈良線,
4464,神田,しんでん,鹿児島県鹿児島市,＃鹿児島市営[唐湊線],
4465,新田原,しんでんばる,福岡県行橋市,ＪＲ九州　日豊本線,
4466,新堂,しんどう,三重県伊賀町,ＪＲ西日本　関西本線,
4467,新道東,しんどうひがし,北海道札幌市東区,札幌市営東豊線,
4468,新得,しんとく,北海道新得町,ＪＲ北海道　石勝線,ＪＲ北海道　根室本線
4469,新所沢,しんところざわ,埼玉県所沢市,西武新宿線,
4470,新栃木,しんとちぎ,栃木県栃木市,東武日光線,東武宇都宮線
4471,新十津川,しんとつかわ,北海道新十津川町,ＪＲ北海道　札沼線,
4472,新富町,しんとみちょう,東京都中央区,営団有楽町線,
4473,新富町,しんとみちょう,富山県富山市,＃富山地方鉄道[支線],
4474,新富山,しんとやま,富山県富山市,＃富山地方鉄道[呉羽線],
4475,新豊田,しんとよた,愛知県豊田市,愛知環状鉄道,
4476,新豊津,しんとよつ,福岡県豊津町,平成筑豊鉄道田川線,
4477,新豊橋,しんとよはし,愛知県豊橋市,豊橋鉄道渥美線,
4478,新取手,しんとりで,茨城県取手市,関東鉄道常総線,
4479,新那加,しんなか,岐阜県各務原市,名鉄各務原線,
4480,新中川町,しんなかがわまち,長崎県長崎市,＃長崎電気軌道[蛍茶屋支線],
4481,新長田,しんながた,兵庫県神戸市長田区,ＪＲ西日本　山陽本線,神戸市営西神線
4482,新中野,しんなかの,東京都中野区,営団丸ノ内線,
4483,新名古屋,しんなごや,愛知県名古屋市中村区,名鉄名古屋本線,
4484,新習志野,しんならしの,千葉県習志野市,ＪＲ東日本　京葉線,
4485,新南陽,しんなんよう,山口県新南陽市,ＪＲ西日本　山陽本線,
4486,新西金沢,しんにしかなざわ,石川県金沢市,北陸鉄道石川線,
4487,新西脇,しんにしわき,兵庫県西脇市,ＪＲ西日本　加古川線,
